,date,time,tweet,processed_tweet,sentiment,basic_keywords
432,2023-07-04,09:42:38,Sin duda!,dud,Negativo,['dud']
433,2023-07-05,04:08:16,Intenta es buenazo!!,intent buenaz,Neutral,"['intent', 'buenaz']"
434,2023-07-06,05:06:15,"ay suena súper bien, justo lo que me anda gustando mucho ahorita de nu es su pae de hacer crecer tu dinero jajk o sea la inversión, quiero entrarle más al tema👀 la más fan de los neobanks, definitivamente cuando por fin mande alv a banamex me abriré una de heybanco 🤓🩷",ay suen sup bien just anda gust ahorit nu pae hac crec diner jajk inversion quier entrarl mas tem mas fan neobanks definit fin mand alv banamex abrir heybanc,Positivo,"['ay', 'suen', 'sup', 'bien', 'just', 'anda', 'gust', 'ahorit', 'nu', 'pae', 'hac', 'crec', 'diner', 'jajk', 'inversion', 'quier', 'entrarl', 'mas', 'tem', 'mas', 'fan', 'neobanks', 'definit', 'fin', 'mand', 'alv', 'banamex', 'abrir', 'heybanc']"
435,2023-07-06,02:59:57,"Fácil: entro a pagos, elijo la tarjeta, elijo el plazo (3 meses, 0%), aceptar, token 👉 Error. Antes he pagado sin problemas. Puedo hacer otras operaciones con token sin problemas.",facil entro pag elij tarjet elij plaz mes acept tok error pag problem pued hac oper tok problem,Negativo,"['facil', 'entro', 'pag', 'elij', 'tarjet', 'elij', 'plaz', 'mes', 'acept', 'tok', 'error', 'pag', 'problem', 'pued', 'hac', 'oper', 'tok', 'problem']"
436,2023-07-06,02:24:11,"😍 El nuevo diseño de las TDC de esta ma-ma-lón chavos. 🙋🏽‍♂️ Tan pronto me regrese de USA voy a solicitar mi nuevo diseño (carísimo el envío por cieo, ni Obama lo tiene). 👀Por cieo, su programa de recompensas esta bastante aceptable eh. 💡https://t.co/F79GXxxqTB",nuev disen tdc mamalon chav tan pront regres usa voy solicit nuev disen carisim envi cie obam cie program recompens bastant acept eh httpstcofgxxxqtb,Neutral,"['nuev', 'disen', 'tdc', 'mamalon', 'chav', 'tan', 'pront', 'regres', 'usa', 'voy', 'solicit', 'nuev', 'disen', 'carisim', 'envi', 'cie', 'obam', 'cie', 'program', 'recompens', 'bastant', 'acept', 'eh', 'httpstcofgxxxqtb']"
437,2023-07-06,02:11:00,"📢 Tarjetas de Crédito (TDC) SIN anualidad y con diseños chingones. 🚨Aunque antes de usar una TDC debes aprender a usarla papucho. 📢 Personalmente la uso y me va muy bien, la aceptan donde sea (incluso en el gabacho). 👀Checa:",tarjet credit tdc anual disen chingon aunqu usar tdc deb aprend usarl papuch personal uso va bien acept inclus gabach chec,Positivo,"['tarjet', 'credit', 'tdc', 'anual', 'disen', 'chingon', 'aunqu', 'usar', 'tdc', 'deb', 'aprend', 'usarl', 'papuch', 'personal', 'uso', 'va', 'bien', 'acept', 'inclus', 'gabach', 'chec']"
438,2023-07-07,16:18:25,"Muchas gracias, Justo llame hace dos días para la aclaración, espero no sea tan tardado y salga bien",much graci just llam hac dos dias aclar esper tan tard salg bien,Negativo,"['much', 'graci', 'just', 'llam', 'hac', 'dos', 'dias', 'aclar', 'esper', 'tan', 'tard', 'salg', 'bien']"
439,2023-07-07,01:24:12,"Gracias, acabo de mandar el correo.",graci acab mand corre,Neutral,"['graci', 'acab', 'mand', 'corre']"
440,2023-07-08,05:58:28,"Varias meses siendo usuario HeyPro en y al fin me dieron por lo menos unos de sus puntos, algo más que una taza preferencial de inversión.",vari mes siend usuari heypr fin dieron men punt mas taz preferencial inversion,Neutral,"['vari', 'mes', 'siend', 'usuari', 'heypr', 'fin', 'dieron', 'men', 'punt', 'mas', 'taz', 'preferencial', 'inversion']"
441,2023-07-09,20:12:00,"Perfecto, estaré atenta. Muchas gracias.",perfect estar atent much graci,Positivo,"['perfect', 'estar', 'atent', 'much', 'graci']"
442,2023-07-10,17:49:42,Rifadisimo en lo personal si me gustó.,rifadisim personal si gust,Neutral,"['rifadisim', 'personal', 'si', 'gust']"
443,2023-07-11,23:55:24,"Sí me sirvió, muchas gracias 🫶🏽",si sirvi much graci,Neutral,"['si', 'sirvi', 'much', 'graci']"
444,2023-07-11,20:50:22,"Que sean tan fácil de usar y sobre todo confiables como heybanco, cuales?",tan facil usar confiabl heybanc cual,Neutral,"['tan', 'facil', 'usar', 'confiabl', 'heybanc', 'cual']"
445,2023-07-11,03:16:37,"Ya me llegó la Ajolotarjeta de y me encantó, acá les dejo el unboxing para que vean más detalles de este nuevo diseño:",lleg ajolotarjet encant aca dej unboxing vean mas detall nuev disen,Neutral,"['lleg', 'ajolotarjet', 'encant', 'aca', 'dej', 'unboxing', 'vean', 'mas', 'detall', 'nuev', 'disen']"
446,2023-07-11,01:51:29,Yo voy a pedir la mía está preciosa esa tarjeta 👍🥰,voy ped mia precios tarjet,Negativo,"['voy', 'ped', 'mia', 'precios', 'tarjet']"
447,2023-07-13,18:28:34,¡Te invitamos a ser pae de Klar para que comiences a disfrutar de nuestros beneficios! 😀☺️,invit ser pae klar comienc disfrut benefici,Neutral,"['invit', 'ser', 'pae', 'klar', 'comienc', 'disfrut', 'benefici']"
448,2023-07-13,05:36:30,Gracias ya mande un correo,graci mand corre,Neutral,"['graci', 'mand', 'corre']"
449,2023-07-14,22:08:32,"Gracias por el repoe. Exacto, ya pagué. Cc",graci repo exact pag cc,Neutral,"['graci', 'repo', 'exact', 'pag', 'cc']"
450,2023-07-14,20:26:17,realmente dan servicio al cliente por este medio?,realment dan servici client medi,Neutral,"['realment', 'dan', 'servici', 'client', 'medi']"
451,2023-07-14,18:55:12,I highly recommend you to👉@Legith_hacks on Instagram he helped me out when I had same issues,i highly recommend you tolegithhacks on instagram help out when i had sam issu,Positivo,"['i', 'highly', 'recommend', 'you', 'tolegithhacks', 'on', 'instagram', 'help', 'out', 'when', 'i', 'had', 'sam', 'issu']"
452,2023-07-15,17:01:34,"Que bueno, gracias por estar atentos. También chequen su nivel de ""empatia"" con sus clientes, de todas las formas. ✌️",buen graci atent tambi chequ nivel empati client tod form,Neutral,"['buen', 'graci', 'atent', 'tambi', 'chequ', 'nivel', 'empati', 'client', 'tod', 'form']"
453,2023-07-15,04:58:58,Que dato tan interesante me has dado! Conoces ?,dat tan interes dad conoc,Neutral,"['dat', 'tan', 'interes', 'dad', 'conoc']"
454,2023-07-15,02:54:54,"Huy tambien Stori y Mercado Crédito desde 10 días antes están mandando SMS, notificaciones vía app y whats.",huy tambi stori merc credit dias estan mand sms notif via app whats,Positivo,"['huy', 'tambi', 'stori', 'merc', 'credit', 'dias', 'estan', 'mand', 'sms', 'notif', 'via', 'app', 'whats']"
455,2023-07-16,15:27:21,Gracias ya les contesté,graci contest,Neutral,"['graci', 'contest']"
456,2023-07-17,23:51:26,Muy bien. Ya la solicité y si me la otorgaron. Elegí el diseño de ajolotito. 😎,bien solicit si otorg elegi disen ajolotit,Neutral,"['bien', 'solicit', 'si', 'otorg', 'elegi', 'disen', 'ajolotit']"
457,2023-07-18,18:15:18,Gracias,graci,Neutral,['graci']
458,2023-07-18,17:01:27,This web3 developer's MEV strategy is the real deal - earning him over 5 ETH per week and taking his crypto earnings to new heights.,this web developers mev strategy is the real deal earning him over eth per week and taking his crypto earnings to new heights,Neutral,"['this', 'web', 'developers', 'mev', 'strategy', 'is', 'the', 'real', 'deal', 'earning', 'him', 'over', 'eth', 'per', 'week', 'and', 'taking', 'his', 'crypto', 'earnings', 'to', 'new', 'heights']"
459,2023-07-18,14:13:39,"Buenos días, he gracias por la atención, llame al servicio al cliente y todo bien, ya no aparece así, muchas gracias 👀",buen dias graci atencion llam servici client bien aparec asi much graci,Neutral,"['buen', 'dias', 'graci', 'atencion', 'llam', 'servici', 'client', 'bien', 'aparec', 'asi', 'much', 'graci']"
460,2023-07-18,05:07:34,"Buena noche! En Mayo pedi un ceificado de regalo de amazon con HeyCoins, estaba viendo el estado del pedido y me aparece en Procesando, hay algun estimado de cuando se procesan estos pedidos? Muchas Gracias.",buen noch may pedi ceific regal amazon heycoins viend ped aparec proces algun estim proces ped much graci,Positivo,"['buen', 'noch', 'may', 'pedi', 'ceific', 'regal', 'amazon', 'heycoins', 'viend', 'ped', 'aparec', 'proces', 'algun', 'estim', 'proces', 'ped', 'much', 'graci']"
461,2023-07-19,23:03:01,"Jajajaja por eso no me toman enserio, perooo nunca dejaré de usar a cheems para algunos vídeos jajaja Hoy vídeo en el cana…",jajajaj tom enseri peroo nunc dejar usar cheems vide jajaj hoy vide can,Neutral,"['jajajaj', 'tom', 'enseri', 'peroo', 'nunc', 'dejar', 'usar', 'cheems', 'vide', 'jajaj', 'hoy', 'vide', 'can']"
462,2023-07-19,19:30:02,"me pueden atender por aqui, no creo que haya problema.",pued atend aqui cre problem,Negativo,"['pued', 'atend', 'aqui', 'cre', 'problem']"
463,2023-07-19,16:56:45,"esperemos que responda en sinceramente no he tenido problemas con ellos se me hace un buen banco, muchas gracias.",esper respond sincer problem hac buen banc much graci,Negativo,"['esper', 'respond', 'sincer', 'problem', 'hac', 'buen', 'banc', 'much', 'graci']"
464,2023-07-19,03:18:39,El mejor banco es HeyBanco por mucha diferencia nk,mejor banc heybanc much diferent nk,Neutral,"['mejor', 'banc', 'heybanc', 'much', 'diferent', 'nk']"
465,2023-07-21,18:19:03,"Sí, tengo distintas cuentas y siempre me han apoyado cuando llega a pasar algo. Hasta ahora HeyBanco y BBVA han sido mis mejores experiencias",si distint cuent siempr apoy lleg pas ahor heybanc bbva sid mejor experient,Neutral,"['si', 'distint', 'cuent', 'siempr', 'apoy', 'lleg', 'pas', 'ahor', 'heybanc', 'bbva', 'sid', 'mejor', 'experient']"
466,2023-07-21,18:17:46,Recomiendo HeyBanco,recom heybanc,Neutral,"['recom', 'heybanc']"
467,2023-07-21,04:46:51,Gracias. Ya me explicaron. Muy amables.,graci explic amabl,Neutral,"['graci', 'explic', 'amabl']"
468,2023-07-22,23:11:44,Yo he tenido buena experiencia con HeyBanco. 1% cashback en compras físicas y 2% en compras online. La app es fácil de usar y permite inveir al 10% anual renovando cada 7 días. Actualmente la utilizo para cubrir mi gasto mensual. Estoy contento con ella.,buen experient heybanc cashback compr fisic compr onlin app facil usar permit inve anual renov cad dias actual utiliz cubr gast mensual content,Neutral,"['buen', 'experient', 'heybanc', 'cashback', 'compr', 'fisic', 'compr', 'onlin', 'app', 'facil', 'usar', 'permit', 'inve', 'anual', 'renov', 'cad', 'dias', 'actual', 'utiliz', 'cubr', 'gast', 'mensual', 'content']"
469,2023-07-22,11:32:23,"En menos de un mes logré desbloquear estos grandes beneficios, gracias por brindar esta herramienta para promover e…",men mes logr desbloqu grand benefici graci brind herramient promov,Positivo,"['men', 'mes', 'logr', 'desbloqu', 'grand', 'benefici', 'graci', 'brind', 'herramient', 'promov']"
470,2023-07-23,22:10:43,Enserio! Wow muchas gracia spor la respuesta en unos minutos más termino de abrir mi cuenta,enseri wow much graci spor respuest minut mas termin abrir cuent,Positivo,"['enseri', 'wow', 'much', 'graci', 'spor', 'respuest', 'minut', 'mas', 'termin', 'abrir', 'cuent']"
471,2023-07-23,22:09:50,Ilimitadas. Puedes hacer todas las que quieras con los plazos que gustes y los mejores rendimientos. En ofrecemos la mejor plataforma digital que te permite libead financiera.,ilimit pued hac tod quier plaz gust mejor rendimient ofrec mejor plataform digital permit lib financ,Neutral,"['ilimit', 'pued', 'hac', 'tod', 'quier', 'plaz', 'gust', 'mejor', 'rendimient', 'ofrec', 'mejor', 'plataform', 'digital', 'permit', 'lib', 'financ']"
472,2023-07-23,17:54:30,"Gracias, ya les contesté🙏🙏🙏",graci contest,Neutral,"['graci', 'contest']"
473,2023-07-24,23:22:43,"Ha, thanks for the rec! I loved the idea of having a digital bank that's pa of the Multired (consoium of ATMs) but I guess it was not to be 🙄.",thanks for the rec i lov the ide of having digital bank thats pa of the multir consoium of atms but i guess it was not to be,Positivo,"['thanks', 'for', 'the', 'rec', 'i', 'lov', 'the', 'ide', 'of', 'having', 'digital', 'bank', 'thats', 'pa', 'of', 'the', 'multir', 'consoium', 'of', 'atms', 'but', 'i', 'guess', 'it', 'was', 'not', 'to', 'be']"
474,2023-07-24,19:58:54,Gracias,graci,Neutral,['graci']
475,2023-07-27,00:01:54,"Puedes empezar con tarjetas de crédito ""garantizadas"" Son para personas que no tienen historial. Stori o heybanco sería lo mejorcito. Recibir nómina también ayuda mucho con los bancos tradicionales c:",pued empez tarjet credit garantiz person historial stori heybanc seri mejorcit recib nomin tambi ayud banc tradicional c,Positivo,"['pued', 'empez', 'tarjet', 'credit', 'garantiz', 'person', 'historial', 'stori', 'heybanc', 'seri', 'mejorcit', 'recib', 'nomin', 'tambi', 'ayud', 'banc', 'tradicional', 'c']"
476,2023-07-28,22:43:10,"Hoygan , mi TDC coó el 17-7-23 y la fecha límite de pago es el próximo jueves 3. Se supone que mientras pague antes de esa fecha no hay problema. Correcto?",hoyg tdc coo fech limit pag proxim juev supon mientr pag fech problem correct,Negativo,"['hoyg', 'tdc', 'coo', 'fech', 'limit', 'pag', 'proxim', 'juev', 'supon', 'mientr', 'pag', 'fech', 'problem', 'correct']"
477,2023-07-28,21:02:59,Yap!,yap,Neutral,['yap']
478,2023-07-28,20:31:24,Dame el telefono de servicio al cliente,dam telefon servici client,Neutral,"['dam', 'telefon', 'servici', 'client']"
479,2023-07-29,18:04:22,tomalo por el lado amable y para el proximo recibo ya es gratis heheheheh,tomal lad amabl proxim recib gratis heheheheh,Positivo,"['tomal', 'lad', 'amabl', 'proxim', 'recib', 'gratis', 'heheheheh']"
480,2023-07-29,05:56:41,Jajaja verdad que sí,jajaj verd si,Neutral,"['jajaj', 'verd', 'si']"
481,2023-07-30,18:08:07,Muchas gracias,much graci,Neutral,"['much', 'graci']"
482,2023-08-01,20:01:28,Gracias por el seguimiento. Ya quedó resuelto y no era problema de ustedes.,graci seguimient qued resuelt problem usted,Negativo,"['graci', 'seguimient', 'qued', 'resuelt', 'problem', 'usted']"
483,2023-08-01,17:48:12,"Excelente servicio Por cieo, como dato Por cualquier cosa yo no di mis datos bancarios pues de uso común Yo tengo una cuenta digital de HeyBanco que no utilizo más que para esto, y ahí me han estado llegando mis transferencias Adjunto evidencia",excelent servici cie dat cualqui cos di dat bancari pues uso comun cuent digital heybanc utiliz mas ahi lleg transferent adjunt evident,Neutral,"['excelent', 'servici', 'cie', 'dat', 'cualqui', 'cos', 'di', 'dat', 'bancari', 'pues', 'uso', 'comun', 'cuent', 'digital', 'heybanc', 'utiliz', 'mas', 'ahi', 'lleg', 'transferent', 'adjunt', 'evident']"
484,2023-08-01,14:15:42,"Ya quedó solucionado, Muchas gracias",qued solucion much graci,Neutral,"['qued', 'solucion', 'much', 'graci']"
485,2023-08-01,04:41:41,recomiendo x10000 HeyBanco!!!,recom x heybanc,Neutral,"['recom', 'x', 'heybanc']"
486,2023-08-02,16:57:52,Gracias ya respondi el mensaje,graci respondi mensaj,Neutral,"['graci', 'respondi', 'mensaj']"
487,2023-08-02,04:21:34,"Estaría súper, algo como lo que hacen en",estari sup hac,Neutral,"['estari', 'sup', 'hac']"
488,2023-08-04,23:36:52,Fácil: Abre una cuenta bancaria en uno de los nuevos bancos digitales. Te recomiendo porque está mucho más integrado al sistema bancario que otros que simplemente son fintech.,facil abre cuent bancari nuev banc digital recom mas integr sistem bancari simplement fintech,Neutral,"['facil', 'abre', 'cuent', 'bancari', 'nuev', 'banc', 'digital', 'recom', 'mas', 'integr', 'sistem', 'bancari', 'simplement', 'fintech']"
489,2023-08-04,00:38:53,No recuerdo pero creo que fue rápido,recuerd cre rap,Neutral,"['recuerd', 'cre', 'rap']"
490,2023-08-05,23:09:34,"hola buenas tardes! Me ayudan a confirmar cual es el monto máximo para transferir desde mi cuenta hey y como puedo modificar esos límites por favor, gracias!",hol buen tard ayud confirm mont maxim transfer cuent hey pued modific limit favor graci,Negativo,"['hol', 'buen', 'tard', 'ayud', 'confirm', 'mont', 'maxim', 'transfer', 'cuent', 'hey', 'pued', 'modific', 'limit', 'favor', 'graci']"
491,2023-08-05,04:58:31,Muchas gracias! Le había recomendado a un conocido que antes ellos daban préstamos y ya no salen. Entonces quería sugerirle esa opción. Que amable eres.,much graci habi recomend conoc dab prest sal entonc queri suger opcion amabl,Neutral,"['much', 'graci', 'habi', 'recomend', 'conoc', 'dab', 'prest', 'sal', 'entonc', 'queri', 'suger', 'opcion', 'amabl']"
492,2023-08-05,01:22:22,"Creo que es eso, acaba de llegar, muchas gracias",cre acab lleg much graci,Neutral,"['cre', 'acab', 'lleg', 'much', 'graci']"
493,2023-08-06,23:28:23,Jaja lo mismo pasa con Mercado Pago y HeyBanco pero de acuerdo es una maravilla,jaj mism pas merc pag heybanc acuerd maravill,Neutral,"['jaj', 'mism', 'pas', 'merc', 'pag', 'heybanc', 'acuerd', 'maravill']"
494,2023-08-07,22:14:52,"Si me resolvieron, tiene un gran servicio al cliente!",si resolv gran servici client,Neutral,"['si', 'resolv', 'gran', 'servici', 'client']"
495,2023-08-07,11:17:55,Si me llegó a las 24 hrs. Espero que haya llegado bien la transferencia.,si lleg hrs esper lleg bien transferent,Neutral,"['si', 'lleg', 'hrs', 'esper', 'lleg', 'bien', 'transferent']"
496,2023-08-08,16:00:40,"Ya lo hice, ayer saqué todaa lana y mejor me quedo con quienes ya llevo tiempo y no he tenido problemas con ellos. También recomiendo a me está jalando muy bien y mis clientes me pagan por ahí. Saludos.",hic ayer saqu toda lan mejor qued llev tiemp problem tambi recom jal bien client pag ahi salud,Negativo,"['hic', 'ayer', 'saqu', 'toda', 'lan', 'mejor', 'qued', 'llev', 'tiemp', 'problem', 'tambi', 'recom', 'jal', 'bien', 'client', 'pag', 'ahi', 'salud']"
497,2023-08-09,19:43:25,"Hola muchas gracias ya les expliqué la situación, les agradezco una respuesta a la brevedad",hol much graci expliqu situacion agradezc respuest breved,Neutral,"['hol', 'much', 'graci', 'expliqu', 'situacion', 'agradezc', 'respuest', 'breved']"
498,2023-08-09,15:05:31,"Les escribí por ahí desde ayer, y no me pelaron!",escribi ahi ayer pel,Neutral,"['escribi', 'ahi', 'ayer', 'pel']"
499,2023-08-10,00:03:09,"hoy fue mi primer día en heybanco ✨🌷✨ de regreso a la vida de oficina 🦋 mil gracias, 💋",hoy prim dia heybanc regres vid oficin mil graci,Neutral,"['hoy', 'prim', 'dia', 'heybanc', 'regres', 'vid', 'oficin', 'mil', 'graci']"
500,2023-08-12,18:47:40,"¡Por fin me tocó un BoletoDorado ganador! 🤩 Me sentí como Charlie en la fabrica de chocolates 🤭 Cámara solo me faltan 8,200 heypoints para mi xbox.",fin toc boletodor ganador senti charli fabric chocolat cam sol falt heypoints xbox,Neutral,"['fin', 'toc', 'boletodor', 'ganador', 'senti', 'charli', 'fabric', 'chocolat', 'cam', 'sol', 'falt', 'heypoints', 'xbox']"
501,2023-08-12,05:53:54,"Release notes, mensaje con typo en Terjeta Me gusto la actualización que hicieron para ver las tarjetas",rel not mensaj typo terjet gust actualiz hic ver tarjet,Neutral,"['rel', 'not', 'mensaj', 'typo', 'terjet', 'gust', 'actualiz', 'hic', 'ver', 'tarjet']"
502,2023-08-15,21:50:22,"Justo a mi me pasó en el mismo momento, al final vuelve a aparecer en un rato después.",just pas mism moment final vuelv aparec rat despu,Neutral,"['just', 'pas', 'mism', 'moment', 'final', 'vuelv', 'aparec', 'rat', 'despu']"
503,2023-08-18,18:05:07,Gracias 😊 🙏,graci,Neutral,['graci']
504,2023-08-18,17:18:46,Le sugiero encarecidamente que se comunique con ~bensonhack50~ en Instagram para solucionar cualquier problema relacionado con la cuenta. ahí rápido y confiable aún puedes graficarlos por WhatsApp 👉🏻👉🏻,sugier encarecid comuniqu bensonhack instagram solucion cualqui problem relacion cuent ahi rap confiabl aun pued grafic whatsapp,Negativo,"['sugier', 'encarecid', 'comuniqu', 'bensonhack', 'instagram', 'solucion', 'cualqui', 'problem', 'relacion', 'cuent', 'ahi', 'rap', 'confiabl', 'aun', 'pued', 'grafic', 'whatsapp']"
505,2023-08-19,15:02:37,"Muchas gracias, ya les respondí por DM",much graci respondi dm,Neutral,"['much', 'graci', 'respondi', 'dm']"
506,2023-08-22,00:52:31,"En la Comunidarks me recomendaron la Rappicard y la HeyBanco. Uso más la de HeyBanco por las recompensas, no hay anualidad, además te da tarjeta dual entonces tienes de crédito y débito. La Rappicard la uso para cosas más específicas, por ej Ticketmaster la acepta sin problema.",comunidarks recomend rappicard heybanc uso mas heybanc recompens anual adem da tarjet dual entonc credit debit rappicard uso cos mas especif ej ticketmast acept problem,Neutral,"['comunidarks', 'recomend', 'rappicard', 'heybanc', 'uso', 'mas', 'heybanc', 'recompens', 'anual', 'adem', 'da', 'tarjet', 'dual', 'entonc', 'credit', 'debit', 'rappicard', 'uso', 'cos', 'mas', 'especif', 'ej', 'ticketmast', 'acept', 'problem']"
507,2023-08-23,17:41:15,"Ya quedó resuelto favorablemente mi que queja, gracias",qued resuelt favor quej graci,Positivo,"['qued', 'resuelt', 'favor', 'quej', 'graci']"
508,2023-08-25,19:20:41,Que guen servicio traen los de siemrpe resuelven bien 10/10 ☺️☺️,guen servici tra siemrp resuelv bien,Neutral,"['guen', 'servici', 'tra', 'siemrp', 'resuelv', 'bien']"
509,2023-08-25,02:12:59,"Resolvieron el cargo no reconocido de mi tarjeta, siempre dicen que pueden ser varios días pero el proceso no tardó ni una semana 👌🏽",resolv carg reconoc tarjet siempr dic pued ser vari dias proces tard seman,Negativo,"['resolv', 'carg', 'reconoc', 'tarjet', 'siempr', 'dic', 'pued', 'ser', 'vari', 'dias', 'proces', 'tard', 'seman']"
510,2023-08-28,21:22:10,"Muchas gracias, ya lleno los datos. /@heybanco",much graci llen dat heybanc,Neutral,"['much', 'graci', 'llen', 'dat', 'heybanc']"
511,2023-08-28,17:12:16,¡Muchísimas gracias por compair! ❤️ 🙌,muchisim graci comp,Neutral,"['muchisim', 'graci', 'comp']"
512,2023-08-30,00:11:50,De qué queja me hablan? 🙄 Nada de quejas con Trabajan muy bien ❤️,quej habl quej trabaj bien,Neutral,"['quej', 'habl', 'quej', 'trabaj', 'bien']"
513,2023-08-31,04:02:55,en Recompensa Total Banoe llegan en menos de 3 días hábiles por mail.,recompens total bano lleg men dias habil mail,Neutral,"['recompens', 'total', 'bano', 'lleg', 'men', 'dias', 'habil', 'mail']"
514,2023-09-01,18:06:14,Muy felices y contentos por nuestros clientes ya que hoy pudieron estrenar su nuevo hogar. inovaserviciosfinancieros cuauhtémocchihuahua creditos HeyBanco,felic content client hoy pud estren nuev hog inovaserviciosfinancier cuauhtemocchihuahu credit heybanc,Positivo,"['felic', 'content', 'client', 'hoy', 'pud', 'estren', 'nuev', 'hog', 'inovaserviciosfinancier', 'cuauhtemocchihuahu', 'credit', 'heybanc']"
515,2023-09-01,16:25:34,"Perfecto, ya pude entrar a la App y como según mi dispositivo no es compatible (aunque es uno de los más recientes de Samsung) prefiero cambiar de banco a cambiar mi equipo. Hola! Saludos.",perfect pud entrar app segun disposit compat aunqu mas recient samsung prefier cambi banc cambi equip hol salud,Positivo,"['perfect', 'pud', 'entrar', 'app', 'segun', 'disposit', 'compat', 'aunqu', 'mas', 'recient', 'samsung', 'prefier', 'cambi', 'banc', 'cambi', 'equip', 'hol', 'salud']"
516,2023-09-01,00:51:39,"Yo la tengo, esta bien padre.",bien padr,Neutral,"['bien', 'padr']"
517,2023-09-04,19:50:21,Aplausos para el equipo de 🫠,aplaus equip,Neutral,"['aplaus', 'equip']"
518,2023-09-05,23:52:00,"Yo quisiera saber si ya puedo ser acreedor a la tarjeta de crédito tradicional, debido a que ya llevo más de seis meses de uso de la garantizada y se ha mejorado mi historial muy significativamente!",quis sab si pued ser acreedor tarjet credit tradicional deb llev mas seis mes uso garantiz mejor historial signific,Positivo,"['quis', 'sab', 'si', 'pued', 'ser', 'acreedor', 'tarjet', 'credit', 'tradicional', 'deb', 'llev', 'mas', 'seis', 'mes', 'uso', 'garantiz', 'mejor', 'historial', 'signific']"
519,2023-09-05,19:25:28,Jajaja,jajaj,Neutral,['jajaj']
520,2023-09-05,03:39:27,"HeyBanco ha implementado un chat/bot muy interesante llamado HeyGPT, que resuelve dudas sobre sus productos, el cual me sorprendió bastante, creo que es un gran avance para mejorar la experiencia con la atención a clientes, acá te cuento todo:",heybanc implement chatbot interes llam heygpt resuelv dud product sorprendi bastant cre gran avanc mejor experient atencion client aca cuent,Negativo,"['heybanc', 'implement', 'chatbot', 'interes', 'llam', 'heygpt', 'resuelv', 'dud', 'product', 'sorprendi', 'bastant', 'cre', 'gran', 'avanc', 'mejor', 'experient', 'atencion', 'client', 'aca', 'cuent']"
521,2023-09-05,02:53:41,Yo uso ese banco y siempre me resuelven rápido y mil veces más rápido vs Banamex haha,uso banc siempr resuelv rap mil vec mas rap vs banamex hah,Neutral,"['uso', 'banc', 'siempr', 'resuelv', 'rap', 'mil', 'vec', 'mas', 'rap', 'vs', 'banamex', 'hah']"
522,2023-09-10,21:18:12,HeyBanco. Me ha salido buena.,heybanc sal buen,Neutral,"['heybanc', 'sal', 'buen']"
523,2023-09-12,22:40:28,Gracias.,graci,Neutral,['graci']
524,2023-09-12,02:35:10,Chulada de cuenta! Buenos rendimientos 🤑 aplicación funcionando al 💯 sin comisiones de ninguna especie!! Entre esta y la de no necesito nada de ninguna otra institución. Nunca cambien ehhh? Asi empezó Klar y luego ya no cumplió. ☺️👍🏻,chul cuent buen rendimient aplic funcion comision ningun especi necesit ningun institucion nunc cambi ehhh asi empez klar lueg cumpli,Neutral,"['chul', 'cuent', 'buen', 'rendimient', 'aplic', 'funcion', 'comision', 'ningun', 'especi', 'necesit', 'ningun', 'institucion', 'nunc', 'cambi', 'ehhh', 'asi', 'empez', 'klar', 'lueg', 'cumpli']"
525,2023-09-13,23:20:30,"¡Feliz Día del Programador! Su trabajo es esencial para el funcionamiento de la sociedad actual, es por eso que te traemos algunos datos impoantes sobre este día y la profesión.👨🏻‍💻 HeyBancoMedia HeyBanco DíaDelProgramador Programadores",feliz dia program trabaj esencial funcion socied actual tra dat impoant dia profesion heybancomedi heybanc diadelprogram program,Neutral,"['feliz', 'dia', 'program', 'trabaj', 'esencial', 'funcion', 'socied', 'actual', 'tra', 'dat', 'impoant', 'dia', 'profesion', 'heybancomedi', 'heybanc', 'diadelprogram', 'program']"
526,2023-09-13,20:45:41,"Hola muchas gracias, ya les contesté vía DM",hol much graci contest via dm,Neutral,"['hol', 'much', 'graci', 'contest', 'via', 'dm']"
527,2023-09-13,20:32:13,"Solucionado, gracias!",solucion graci,Neutral,"['solucion', 'graci']"
528,2023-09-13,16:02:39,ayuda!!,ayud,Neutral,['ayud']
529,2023-09-14,23:17:46,"Es que son horas de Venus, todavía están en tiempo xd",hor venus todavi estan tiemp xd,Positivo,"['hor', 'venus', 'todavi', 'estan', 'tiemp', 'xd']"
530,2023-09-14,15:38:55,Inviee en cuestión de minutos desde tu celular y obtén ganancias cada semana. 💰 Conoce cómo hacer crecer tu dinero con Inv…,invie cuestion minut celul obten gananci cad seman conoc hac crec diner inv,Neutral,"['invie', 'cuestion', 'minut', 'celul', 'obten', 'gananci', 'cad', 'seman', 'conoc', 'hac', 'crec', 'diner', 'inv']"
531,2023-09-15,21:23:57,A mi me sirvió actualizar mi versión de Android a la más reciente. Con eso ya abre,sirvi actualiz version andro mas recient abre,Neutral,"['sirvi', 'actualiz', 'version', 'andro', 'mas', 'recient', 'abre']"
532,2023-09-15,16:46:03,Gracias justo eso me funciono,graci just funcion,Neutral,"['graci', 'just', 'funcion']"
533,2023-09-16,23:38:12,Yo elimine el cache en los ajustes de la app y funcionó,elimin cach ajust app funcion,Neutral,"['elimin', 'cach', 'ajust', 'app', 'funcion']"
534,2023-09-16,23:23:44,Si me funcionó!!! Muchas gracias,si funcion much graci,Neutral,"['si', 'funcion', 'much', 'graci']"
